,alg,fun,dim,inst,run,fit,fungroup,logscore
27462,DE,7,20,1,13,13.5609,2,1.6654817171724605
27463,DE,7,20,1,14,3.35683,2,0.2692881414441392
27464,DE,7,20,1,15,44.7327,2,2.85899584297737
27465,DE,7,20,2,1,13.9738,2,1.1453390390510958
27466,DE,7,20,2,2,13.9981,2,1.1470764974370466
27467,DE,7,20,2,3,4.44529,2,0.0
27468,DE,7,20,2,4,22.5825,2,1.625330161359381
27469,DE,7,20,2,5,25.9752,2,1.7652971279844287
27470,DE,7,20,2,6,13.113,2,1.0817589958668063
27471,DE,7,20,2,7,4.99637,2,0.11686654008599769
27472,DE,7,20,2,8,6.62142,2,0.39846473977485036
27473,DE,7,20,2,9,21.3359,2,1.5685459912721131
27474,DE,7,20,2,10,14.8144,2,1.203754572029165
27475,DE,7,20,2,11,26.5262,2,1.7862878151335553
27476,DE,7,20,2,12,12.0575,2,0.9978417642785091
27477,DE,7,20,2,13,5.9641,2,0.29391305534973056
27478,DE,7,20,2,14,22.1768,2,1.6072015887103985
27479,DE,7,20,2,15,10.6723,2,0.8758064910402097
27480,DE,7,20,3,1,19.6584,2,1.6315646888460307
27481,DE,7,20,3,2,11.2688,2,1.0750978059676746
27482,DE,7,20,3,3,20.0688,2,1.6522263312469387
27483,DE,7,20,3,4,4.00469,2,0.04052613523725986
27484,DE,7,20,3,5,6.09034,2,0.45976387035032096
27485,DE,7,20,3,6,17.713,2,1.5273587942291253
27486,DE,7,20,3,7,21.3533,2,1.7142662554338213
27487,DE,7,20,3,8,5.88974,2,0.426271815033246
27488,DE,7,20,3,9,11.9102,2,1.130455136796131
27489,DE,7,20,3,10,28.5715,2,2.005469678448264
27490,DE,7,20,3,11,3.84564,2,0.0
27491,DE,7,20,3,12,31.2765,2,2.095926977792214
27492,DE,7,20,3,13,16.1292,2,1.4336912548416316
27493,DE,7,20,3,14,6.16728,2,0.4723178588885305
27494,DE,7,20,3,15,25.249,2,1.8818465119353809
27495,DE,7,20,4,1,35.2321,2,2.3415643509717623
27496,DE,7,20,4,2,20.5995,2,1.804873555763038
27497,DE,7,20,4,3,19.4278,2,1.746311782116815
27498,DE,7,20,4,4,30.4186,2,2.1946610155251
27499,DE,7,20,4,5,24.5302,2,1.9795117636255846
27500,DE,7,20,4,6,14.0013,2,1.4187569345538869
27501,DE,7,20,4,7,12.8006,2,1.3290987969337016
27502,DE,7,20,4,8,12.0685,2,1.270205504431246
27503,DE,7,20,4,9,12.79,2,1.3282703676974799
27504,DE,7,20,4,10,8.2503,2,0.8898563154285407
27505,DE,7,20,4,11,38.3023,2,2.425116698709588
27506,DE,7,20,4,12,5.81988,2,0.5408863950808088
27507,DE,7,20,4,13,7.40545,2,0.7818229677302531
27508,DE,7,20,4,14,3.38852,2,0.0
27509,DE,7,20,4,15,21.6843,2,1.856195248494894
27510,DE,7,20,5,1,15.9785,2,1.409068234887064
27511,DE,7,20,5,2,5.81609,2,0.39845238095336305
27512,DE,7,20,5,3,29.4702,2,2.0212037495780977
27513,DE,7,20,5,4,9.1746,2,0.8542629625489409
27514,DE,7,20,5,5,7.04953,2,0.5907851142241067
27515,DE,7,20,5,6,27.4929,2,1.9517519558085976
27516,DE,7,20,5,7,10.8191,2,1.019137256950066
27517,DE,7,20,5,8,17.3173,2,1.489530168125734
27518,DE,7,20,5,9,4.7811,2,0.20249481184047782
27519,DE,7,20,5,10,9.02488,2,0.8378093740205719
27520,DE,7,20,5,11,11.3583,2,1.0677729204962363
27521,DE,7,20,5,12,12.3858,2,1.154374821411379
27522,DE,7,20,5,13,10.4328,2,0.9827788556494722
27523,DE,7,20,5,14,8.79923,2,0.8124883839447297
27524,DE,7,20,5,15,10.3286,2,0.9727409126462258
27525,DE,7,20,6,1,3.58481,2,0.054030647863725384
27526,DE,7,20,6,2,10.0343,2,1.0833343977826568
27527,DE,7,20,6,3,3.39626,2,0.0
27528,DE,7,20,6,4,4.22798,2,0.21904951144975143
27529,DE,7,20,6,5,12.2899,2,1.2861029606702565
27530,DE,7,20,6,6,18.2302,2,1.6804047333793521
27531,DE,7,20,6,7,7.06317,2,0.7322191330515003
27532,DE,7,20,6,8,14.707,2,1.465648744740094
27533,DE,7,20,6,9,14.3116,2,1.4383955710631442
27534,DE,7,20,6,10,8.7831,2,0.9501545943234152
27535,DE,7,20,6,11,10.1375,2,1.0935665932634486
27536,DE,7,20,6,12,6.47516,2,0.6452984915269318
27537,DE,7,20,6,13,17.8232,2,1.6578261532560943
27538,DE,7,20,6,14,17.6083,2,1.6456955556110695
27539,DE,7,20,6,15,8.58612,2,0.9274721197670107
27540,DE,7,20,7,1,20.6231,2,1.952881456464912
27541,DE,7,20,7,2,9.20994,2,1.1467529852877225
27542,DE,7,20,7,3,13.1375,2,1.5019403859027773
27543,DE,7,20,7,4,17.4629,2,1.7865482802480752
27544,DE,7,20,7,5,4.26612,2,0.3771743987484607
27545,DE,7,20,7,6,2.92569,2,0.0
27546,DE,7,20,7,7,5.49648,2,0.63057753705071
27547,DE,7,20,7,8,10.1456,2,1.243509763663338
27548,DE,7,20,7,9,14.5594,2,1.6047064828279336
27549,DE,7,20,7,10,4.84831,2,0.505099840316787
27550,DE,7,20,7,11,14.0034,2,1.5657698069728014
27551,DE,7,20,7,12,5.22126,2,0.5792084017773015
27552,DE,7,20,7,13,5.54976,2,0.6402243332797919
27553,DE,7,20,7,14,33.1998,2,2.4290135015076206
27554,DE,7,20,7,15,6.08257,2,0.7318969537348389
27555,DE,7,20,8,1,29.8147,2,2.270263540280879
27556,DE,7,20,8,2,4.23082,2,0.3176578075046716
27557,DE,7,20,8,3,6.15294,2,0.6921919961757362
27558,DE,7,20,8,4,27.2175,2,2.179122128578935
27559,DE,7,20,8,5,5.38318,2,0.558541257428509
27560,DE,7,20,8,6,12.1327,2,1.3711662666157716
27561,DE,7,20,8,7,4.72582,2,0.4283030706678011
27562,DE,7,20,8,8,16.6561,2,1.688038495502786
27563,DE,7,20,8,9,12.3415,2,1.3882295468113783
27564,DE,7,20,8,10,6.11306,2,0.6856894459522022
27565,DE,7,20,8,11,12.7583,2,1.421444020006505
27566,DE,7,20,8,12,8.72153,2,1.0410566610511414
27567,DE,7,20,8,13,3.53908,2,0.13912878616929014
27568,DE,7,20,8,14,22.4436,2,1.9862674754005545
27569,DE,7,20,8,15,3.07941,2,0.0
27570,DE,7,20,9,1,12.0355,2,1.133018222894251
27571,DE,7,20,9,2,7.00452,2,0.591713261987149
27572,DE,7,20,9,3,25.2481,2,1.8739085123952708
27573,DE,7,20,9,4,18.7492,2,1.5763086918693963
27574,DE,7,20,9,5,7.83193,2,0.7033665745266372
27575,DE,7,20,9,6,9.3386,2,0.8793139551019553
27576,DE,7,20,9,7,3.87615,2,0.0
27577,DE,7,20,9,8,8.95557,2,0.8374332921081797
27578,DE,7,20,9,9,25.8869,2,1.8988946562739206
27579,DE,7,20,9,10,9.75495,2,0.9229324555152026
27580,DE,7,20,9,11,6.67317,2,0.5432526164248502
27581,DE,7,20,9,12,27.83,2,1.9712721825676907
27582,DE,7,20,9,13,10.8491,2,1.02923973426712
27583,DE,7,20,9,14,48.8059,2,2.533008814220323
27584,DE,7,20,9,15,8.89154,2,0.830257869899864
27585,DE,7,20,10,1,19.3802,2,2.1757672936071617
27586,DE,7,20,10,2,7.74667,2,1.2587784408884584
27587,DE,7,20,10,3,5.2678,2,0.8731281853685605
27588,DE,7,20,10,4,9.10678,2,1.4205345583325597
27589,DE,7,20,10,5,5.19959,2,0.8600951436053652
27590,DE,7,20,10,6,34.9182,2,2.764523550531439
27591,DE,7,20,10,7,2.20006,2,0.0
27592,DE,7,20,10,8,16.0203,2,1.9853720353369841
27593,DE,7,20,10,9,11.9433,2,1.6916858189679107
27594,DE,7,20,10,10,8.83834,2,1.390614443491075
27595,DE,7,20,10,11,22.8784,2,2.341708601276797
27596,DE,7,20,10,12,2.36767,2,0.07342171648275876
27597,DE,7,20,10,13,7.51751,2,1.228750333389478
27598,DE,7,20,10,14,19.1957,2,2.166201662898341
27599,DE,7,20,10,15,27.6254,2,2.530251006651448
27600,DE,7,20,11,1,22.8197,2,1.557650868437663
27601,DE,7,20,11,2,7.49079,2,0.4437009363854149
27602,DE,7,20,11,3,25.563,2,1.671172663966916
27603,DE,7,20,11,4,15.5724,2,1.1755267870020354
27604,DE,7,20,11,5,4.91051,2,0.021404476519105507
27605,DE,7,20,11,6,9.83314,2,0.7157849839204223
27606,DE,7,20,11,7,7.92613,2,0.5001915668025957
27607,DE,7,20,11,8,19.9476,2,1.4231355058002644
27608,DE,7,20,11,9,17.4992,2,1.2921818360518116
27609,DE,7,20,11,10,13.4654,2,1.0301501029221782
27610,DE,7,20,11,11,18.7293,2,1.3601158130125113
27611,DE,7,20,11,12,12.2792,2,0.9379334444700486
27612,DE,7,20,11,13,27.1925,2,1.7329678704388556
27613,DE,7,20,11,14,19.7565,2,1.4135092215780611
27614,DE,7,20,11,15,19.8544,2,1.4184523154912054
27615,DE,7,20,12,1,18.6127,2,1.4268495483459498
27616,DE,7,20,12,2,21.0689,2,1.5508034244507833
27617,DE,7,20,12,3,23.8103,2,1.6731236650941987
27618,DE,7,20,12,4,22.6141,2,1.6215790104695191
27619,DE,7,20,12,5,9.28089,2,0.7309628522987143
27620,DE,7,20,12,6,13.5701,2,1.1108742479431812
27621,DE,7,20,12,7,18.6617,2,1.429478700161984
27622,DE,7,20,12,8,22.0784,2,1.5976051599419512
27623,DE,7,20,12,9,10.0791,2,0.8134693778695286
27624,DE,7,20,12,10,27.5131,2,1.8176676598105503
27625,DE,7,20,12,11,15.3129,2,1.2317010153395385
27626,DE,7,20,12,12,40.5983,2,2.2067315987366496
27627,DE,7,20,12,13,13.4353,2,1.1008909764807129
27628,DE,7,20,12,14,36.3275,2,2.0955804351395124
27629,DE,7,20,12,15,26.7473,2,1.7894389385951373
27630,DE,7,20,13,1,7.50364,2,0.5463095444157247
27631,DE,7,20,13,2,16.3687,2,1.3262922829444832
27632,DE,7,20,13,3,8.71773,2,0.6962801912068076
27633,DE,7,20,13,4,17.8006,2,1.410153472871367
27634,DE,7,20,13,5,7.82335,2,0.5880341598480168
27635,DE,7,20,13,6,28.1751,2,1.869359917441583
27636,DE,7,20,13,7,13.211,2,1.1119711241724732
27637,DE,7,20,13,8,29.6889,2,1.9216945468539544
27638,DE,7,20,13,9,22.007,2,1.6222818928436542
27639,DE,7,20,13,10,19.308,2,1.4914408260745025
27640,DE,7,20,13,11,12.9255,2,1.0901234126420503
27641,DE,7,20,13,12,6.40461,2,0.38793935184134426
27642,DE,7,20,13,13,20.6037,2,1.5563919795940355
27643,DE,7,20,13,14,19.1772,2,1.4846433816731825
27644,DE,7,20,13,15,17.1612,2,1.3735723299610092
27645,DE,7,20,14,1,25.4245,2,1.836436058130257
27646,DE,7,20,14,2,12.8894,2,1.1571280502287014
27647,DE,7,20,14,3,10.4071,2,0.9432110475990199
27648,DE,7,20,14,4,8.68217,2,0.7619942794998539
27649,DE,7,20,14,5,16.6489,2,1.413066930250316
27650,DE,7,20,14,6,12.8613,2,1.1549455844197154
27651,DE,7,20,14,7,24.2736,2,1.790112122084079
27652,DE,7,20,14,8,6.42585,2,0.46105169982320865
27653,DE,7,20,14,9,27.562,2,1.917160794525341
27654,DE,7,20,14,10,24.114,2,1.783515366767507
27655,DE,7,20,14,11,6.74335,2,0.509279616157744
27656,DE,7,20,14,12,13.8374,2,1.228097853342096
27657,DE,7,20,14,13,14.7277,2,1.2904528564312305
27658,DE,7,20,14,14,15.3342,2,1.3308084100352102
27659,DE,7,20,14,15,18.5351,2,1.520389013858803
27660,DE,7,20,15,1,12.3233,2,1.3767082944079736
27661,DE,7,20,15,2,15.4114,2,1.6003240103298062
27662,DE,7,20,15,3,7.57419,2,0.8899629300119318
27663,DE,7,20,15,4,22.275,2,1.9686814883839356
27664,DE,7,20,15,5,17.1075,2,1.7047334788715784
27665,DE,7,20,15,6,14.1288,2,1.5134317824270869
27666,DE,7,20,15,7,11.4515,2,1.3033372408138006
27667,DE,7,20,15,8,18.6767,2,1.7924932726927185
27668,DE,7,20,15,9,3.1105,2,0.0
27669,DE,7,20,15,10,17.566,2,1.731181730521988
27670,DE,7,20,15,11,13.4169,2,1.4617316213766463
27671,DE,7,20,15,12,35.5583,2,2.436390118005814
27672,DE,7,20,15,13,15.5483,2,1.6091678229170763
27673,DE,7,20,15,14,4.61258,2,0.3940038684167415
27674,DE,7,20,15,15,3.32532,2,0.0667824251055543
27675,DE,7,40,1,1,62.4521,2,0.7056424389485498
27676,DE,7,40,1,2,54.5089,2,0.5696065671298624
27677,DE,7,40,1,3,84.8823,2,1.01250816705765
27678,DE,7,40,1,4,64.9145,2,0.7443135954433313
27679,DE,7,40,1,5,49.0047,2,0.4631587879189145
27680,DE,7,40,1,6,31.6648,2,0.026448229867359094
27681,DE,7,40,1,7,76.1415,2,0.9038360273527266
27682,DE,7,40,1,8,49.2738,2,0.4686350756628117
27683,DE,7,40,1,9,44.6616,2,0.3703566480538035
27684,DE,7,40,1,10,76.2219,2,0.904891399016296
27685,DE,7,40,1,11,58.5241,2,0.6406812112559733
27686,DE,7,40,1,12,30.8383,2,0.0
27687,DE,7,40,1,13,124.594,2,1.3963030271416228
27688,DE,7,40,1,14,54.1001,2,0.5620786103203764
27689,DE,7,40,1,15,65.3843,2,0.7515247445225938
27690,DE,7,40,2,1,42.9555,2,0.5505395269254756
27691,DE,7,40,2,2,47.8152,2,0.6577184113953225
27692,DE,7,40,2,3,78.306,2,1.150999059228182
27693,DE,7,40,2,4,61.1455,2,0.9036311007061422
27694,DE,7,40,2,5,33.226,2,0.2937075327790233
27695,DE,7,40,2,6,66.27,2,0.9841121369148718
27696,DE,7,40,2,7,48.9927,2,0.6820461382349645
27697,DE,7,40,2,8,67.0386,2,0.9956434037156173
27698,DE,7,40,2,9,50.0867,2,0.7041303346005304
27699,DE,7,40,2,10,32.2898,2,0.26512622169766753
27700,DE,7,40,2,11,50.763,2,0.7175425735693356
27701,DE,7,40,2,12,54.7387,2,0.7929457855153795
27702,DE,7,40,2,13,34.1446,2,0.32097927841323415
27703,DE,7,40,2,14,24.7698,2,0.0
27704,DE,7,40,2,15,35.2975,2,0.3541869707162794
27705,DE,7,40,3,1,61.336,2,0.6621976798283321
27706,DE,7,40,3,2,45.2926,2,0.3589743973083908
27707,DE,7,40,3,3,44.6484,2,0.344649205985667
27708,DE,7,40,3,4,55.0436,2,0.5539563320346281
27709,DE,7,40,3,5,31.632,2,0.0
27710,DE,7,40,3,6,82.9198,2,0.9637046091730708
27711,DE,7,40,3,7,37.2968,2,0.16473826565654168
27712,DE,7,40,3,8,65.8209,2,0.732768150648873
27713,DE,7,40,3,9,59.3551,2,0.6293687818538475
27714,DE,7,40,3,10,66.9389,2,0.7496109965936698
27715,DE,7,40,3,11,32.0803,2,0.014072868147274155
27716,DE,7,40,3,12,55.5017,2,0.5622443844856501
27717,DE,7,40,3,13,60.9643,2,0.6561191805201807
27718,DE,7,40,3,14,52.0651,2,0.4983255922278316
27719,DE,7,40,3,15,61.3397,2,0.6622580014731424
27720,DE,7,40,4,1,38.6517,2,0.27786026494812266
27721,DE,7,40,4,2,47.2485,2,0.4786904138100029
27722,DE,7,40,4,3,55.5798,2,0.6410893322970997
27723,DE,7,40,4,4,40.5862,2,0.3266976137561669
27724,DE,7,40,4,5,44.9854,2,0.4296074990883027
27725,DE,7,40,4,6,53.7869,2,0.6082994495002797
27726,DE,7,40,4,7,48.435,2,0.5034921992842614
27727,DE,7,40,4,8,55.3078,2,0.6361834538123452
27728,DE,7,40,4,9,49.662,2,0.5285095595372268
27729,DE,7,40,4,10,36.8743,2,0.23078433783486912
27730,DE,7,40,4,11,68.6011,2,0.8515780759946164
27731,DE,7,40,4,12,44.8711,2,0.4270634413596357
27732,DE,7,40,4,13,68.6692,2,0.8525702790507305
27733,DE,7,40,4,14,52.8017,2,0.5898128935695145
27734,DE,7,40,4,15,38.4758,2,0.2732989786372374
27735,DE,7,40,5,1,96.4385,2,0.9444819032535262
27736,DE,7,40,5,2,61.8692,2,0.5005988828951635
27737,DE,7,40,5,3,75.0573,2,0.6938282256105419
27738,DE,7,40,5,4,77.1841,2,0.7217698810428019
27739,DE,7,40,5,5,65.4483,2,0.5568369217662728
27740,DE,7,40,5,6,65.5249,2,0.5580066268469114
27741,DE,7,40,5,7,64.3932,2,0.5405844412468417
27742,DE,7,40,5,8,82.2514,2,0.7853568145508855
27743,DE,7,40,5,9,54.9822,2,0.38258590026095324
27744,DE,7,40,5,10,37.5031,2,0.0
27745,DE,7,40,5,11,46.0876,2,0.20612033711731131
27746,DE,7,40,5,12,107.038,2,1.0487603153751412
27747,DE,7,40,5,13,59.1185,2,0.4551203079672446
27748,DE,7,40,5,14,71.2938,2,0.6423857708912423
27749,DE,7,40,5,15,89.9172,2,0.8744656506441918
27750,DE,7,40,6,1,39.1302,2,0.31546180453066625
27751,DE,7,40,6,2,28.5436,2,0.0
27752,DE,7,40,6,3,37.712,2,0.2785456033472807
27753,DE,7,40,6,4,55.6368,2,0.6674121099739585
27754,DE,7,40,6,5,49.9531,2,0.5596518223843596
27755,DE,7,40,6,6,45.8347,2,0.47360870332928645
27756,DE,7,40,6,7,49.0919,2,0.542261308894922
27757,DE,7,40,6,8,52.4713,2,0.608833610607716
27758,DE,7,40,6,9,32.3799,2,0.1261051170720982
27759,DE,7,40,6,10,41.3034,2,0.36951207818722626
27760,DE,7,40,6,11,44.5849,2,0.44596249383102543
27761,DE,7,40,6,12,38.5933,2,0.3016459434288504
27762,DE,7,40,6,13,66.392,2,0.844143824449652
27763,DE,7,40,6,14,71.6536,2,0.9204106544083335
27764,DE,7,40,6,15,49.8813,2,0.558213440175839
27765,DE,7,40,7,1,85.8922,2,1.1616584239757475
27766,DE,7,40,7,2,52.0894,2,0.6615268755331403
27767,DE,7,40,7,3,48.3357,2,0.586735820438942
27768,DE,7,40,7,4,63.2699,2,0.8559751049976552
27769,DE,7,40,7,5,60.7405,2,0.8151760937594341
27770,DE,7,40,7,6,63.2133,2,0.855080124418764
27771,DE,7,40,7,7,47.9771,2,0.5792892161021027
27772,DE,7,40,7,8,74.5437,2,1.0199509329655803
27773,DE,7,40,7,9,35.1128,2,0.2671311387276943
27774,DE,7,40,7,10,98.5048,2,1.298670680323203
27775,DE,7,40,7,11,46.3425,2,0.5446248689891149
27776,DE,7,40,7,12,54.2634,2,0.7024153688962557
27777,DE,7,40,7,13,63.5531,2,0.8604411793015463
27778,DE,7,40,7,14,26.8814,2,0.0
27779,DE,7,40,7,15,76.2392,2,1.0424411684794672
27780,DE,7,40,8,1,31.8843,2,0.008646526533591312
27781,DE,7,40,8,2,64.9724,2,0.7204953652405455
27782,DE,7,40,8,3,31.6098,2,0.0
27783,DE,7,40,8,4,46.239,2,0.3803563987368557
27784,DE,7,40,8,5,76.248,2,0.8805239865394882
27785,DE,7,40,8,6,117.077,2,1.3093646388942652
27786,DE,7,40,8,7,86.2378,2,1.003641397535378
27787,DE,7,40,8,8,61.5007,2,0.665581357765681
27788,DE,7,40,8,9,40.6085,2,0.2505102052050977
27789,DE,7,40,8,10,48.6068,2,0.430296239718517
27790,DE,7,40,8,11,41.984,2,0.28382139422578734
27791,DE,7,40,8,12,42.3511,2,0.29252719569088176
27792,DE,7,40,8,13,62.3458,2,0.6792291090933066
27793,DE,7,40,8,14,44.0891,2,0.33274538727364944
27794,DE,7,40,8,15,32.2378,2,0.019672478000858737
27795,DE,7,40,9,1,38.8017,2,0.3404417869628371
27796,DE,7,40,9,2,27.6057,2,0.0
27797,DE,7,40,9,3,84.6689,2,1.1207260828157346
27798,DE,7,40,9,4,66.9316,2,0.885648929260248
27799,DE,7,40,9,5,60.161,2,0.7790020287043045
27800,DE,7,40,9,6,33.4593,2,0.19230750169819297
27801,DE,7,40,9,7,84.7502,2,1.121685833000225
27802,DE,7,40,9,8,57.2285,2,0.7290297529082612
27803,DE,7,40,9,9,62.0771,2,0.8103548877267525
27804,DE,7,40,9,10,38.0823,2,0.3217273341193164
27805,DE,7,40,9,11,41.6554,2,0.4114087389299639
27806,DE,7,40,9,12,71.7884,2,0.9557006299738384
27807,DE,7,40,9,13,63.9871,2,0.840659227403665
27808,DE,7,40,9,14,45.8713,2,0.5078173760315199
27809,DE,7,40,9,15,68.9123,2,0.9148124085409444
27810,DE,7,40,10,1,47.4295,2,0.6463987179476178
27811,DE,7,40,10,2,24.8497,2,0.0
27812,DE,7,40,10,3,48.2077,2,0.6626730792999034
27813,DE,7,40,10,4,45.8066,2,0.6115825055063754
27814,DE,7,40,10,5,115.25,2,1.5342580018416
27815,DE,7,40,10,6,37.2804,2,0.4056220393384049
27816,DE,7,40,10,7,68.4506,2,1.0132666371831622
27817,DE,7,40,10,8,46.8912,2,0.634984344549493
27818,DE,7,40,10,9,74.7898,2,1.1018358320105444
27819,DE,7,40,10,10,69.7056,2,1.0314349788367427
27820,DE,7,40,10,11,36.8274,2,0.39339645330595063
27821,DE,7,40,10,12,39.7103,2,0.468764919851563
27822,DE,7,40,10,13,75.9626,2,1.1173954338644818
27823,DE,7,40,10,14,72.8078,2,1.0749774122852396
27824,DE,7,40,10,15,40.6525,2,0.49221465468258296
27825,DE,7,40,11,1,88.1422,2,1.2745234641597396
27826,DE,7,40,11,2,39.5517,2,0.47318072162195773
27827,DE,7,40,11,3,46.2269,2,0.6291339244945062
27828,DE,7,40,11,4,66.5151,2,0.9930010343219746
27829,DE,7,40,11,5,53.179,2,0.7692356263433524
27830,DE,7,40,11,6,55.8943,2,0.8190344519292964
27831,DE,7,40,11,7,58.1819,2,0.8591463545713127
27832,DE,7,40,11,8,74.5847,2,1.107507437108273
27833,DE,7,40,11,9,24.6414,2,0.0
27834,DE,7,40,11,10,36.515,2,0.3932951798390276
27835,DE,7,40,11,11,55.0549,2,0.8039029139654067
27836,DE,7,40,11,12,51.5989,2,0.7390723991977861
27837,DE,7,40,11,13,83.1652,2,1.2164010358643738
27838,DE,7,40,11,14,58.3728,2,0.8624220726796622
27839,DE,7,40,11,15,95.1292,2,1.3508080124051263
27840,DE,7,40,12,1,63.4269,2,1.203393302339911
27841,DE,7,40,12,2,54.4005,2,1.0498785856576827
27842,DE,7,40,12,3,53.1181,2,1.02602297711775
27843,DE,7,40,12,4,45.0363,2,0.8609740719178477
27844,DE,7,40,12,5,39.3977,2,0.7272126796270005
27845,DE,7,40,12,6,19.0391,2,0.0
27846,DE,7,40,12,7,76.9553,2,1.3967299744680437
27847,DE,7,40,12,8,71.824,2,1.32772392270113
27848,DE,7,40,12,9,39.7014,2,0.7348916922165484
27849,DE,7,40,12,10,79.6706,2,1.4314058750911158
27850,DE,7,40,12,11,75.2626,2,1.3744885721341804
27851,DE,7,40,12,12,34.3055,2,0.5888109318330117
27852,DE,7,40,12,13,31.111,2,0.4910666950596349
27853,DE,7,40,12,14,40.281,2,0.7493851344202345
27854,DE,7,40,12,15,67.9624,2,1.2724598517328414
27855,DE,7,40,13,1,45.0685,2,0.6678618791780765
27856,DE,7,40,13,2,23.1113,2,0.0
27857,DE,7,40,13,3,114.694,2,1.6019460369835763
27858,DE,7,40,13,4,45.3412,2,0.6738944360165979
27859,DE,7,40,13,5,32.7446,2,0.3484163875813476
27860,DE,7,40,13,6,79.7567,2,1.2386590752666609
27861,DE,7,40,13,7,30.3553,2,0.27264945617550634
27862,DE,7,40,13,8,46.625,2,0.7018152025553575
27863,DE,7,40,13,9,75.6558,2,1.1858724307566302
27864,DE,7,40,13,10,43.4969,2,0.6323679957787743
27865,DE,7,40,13,11,47.6277,2,0.723092849344646
27866,DE,7,40,13,12,79.8532,2,1.2398682735903013
27867,DE,7,40,13,13,32.3545,2,0.33643143941915366
27868,DE,7,40,13,14,64.1485,2,1.0208790326828392
27869,DE,7,40,13,15,34.0093,2,0.3863123412169546
27870,DE,7,40,14,1,52.953,2,0.7957940870156809
27871,DE,7,40,14,2,66.1179,2,1.0178288713623078
27872,DE,7,40,14,3,62.2787,2,0.9580088326227422
27873,DE,7,40,14,4,44.8803,2,0.6303883050335076
27874,DE,7,40,14,5,49.8637,2,0.735682642473369
27875,DE,7,40,14,6,61.1404,2,0.9395622181525092
27876,DE,7,40,14,7,143.411,2,1.792103993080673
27877,DE,7,40,14,8,31.774,2,0.285037704647261
27878,DE,7,40,14,9,84.4921,2,1.2630473982177295
27879,DE,7,40,14,10,53.6471,2,0.8088167729111098
27880,DE,7,40,14,11,57.9193,2,0.8854400217184991
27881,DE,7,40,14,12,23.8936,2,0.0
27882,DE,7,40,14,13,58.6999,2,0.8988273826045162
27883,DE,7,40,14,14,62.5749,2,0.9627535985836889
27884,DE,7,40,14,15,75.0228,2,1.1441814266871024
27885,DE,7,40,15,1,70.9129,2,0.9725841667029916
27886,DE,7,40,15,2,59.2969,2,0.7936888313891121
27887,DE,7,40,15,3,42.2446,2,0.45460833829558217
27888,DE,7,40,15,4,33.633,2,0.2266395311513305
27889,DE,7,40,15,5,59.3981,2,0.7953940426367969
27890,DE,7,40,15,6,39.3502,2,0.38363286075438213
27891,DE,7,40,15,7,96.1504,2,1.2770454355043062
27892,DE,7,40,15,8,49.8083,2,0.6193134401216923
27893,DE,7,40,15,9,48.881,2,0.6005205762309758
27894,DE,7,40,15,10,26.8125,2,0.0
27895,DE,7,40,15,11,38.3869,2,0.35884805886863463
27896,DE,7,40,15,12,32.453,2,0.19092469211159094
27897,DE,7,40,15,13,52.6479,2,0.6747581550563935
27898,DE,7,40,15,14,38.3675,2,0.3583425503788772
27899,DE,7,40,15,15,60.8554,2,0.8196323616180792
27900,DE,8,5,1,1,3.93149,2,19.789699232840125
27901,DE,8,5,1,2,1.39733,2,18.755244016803967
27902,DE,8,5,1,3,2.09122,2,19.158428371681214
27903,DE,8,5,1,4,0.678723,2,18.033138556421644
27904,DE,8,5,1,5,1.76738,2,18.99017896793262
27905,DE,8,5,1,6,0.428372,2,17.572917441930674
27906,DE,8,5,1,7,2.14201,2,19.182425384501105
27907,DE,8,5,1,8,1.31438,2,18.69404581550935
27908,DE,8,5,1,9,2.05293,2,19.139948784963636
27909,DE,8,5,1,10,0.865378,2,18.276091870667596
27910,DE,8,5,1,11,2.24995,2,19.231588737699553
27911,DE,8,5,1,12,0.361272,2,17.40255660219654
27912,DE,8,5,1,13,2.12336,2,19.17368048365917
27913,DE,8,5,1,14,1.11901,2,18.533125109792714
27914,DE,8,5,1,15,2.41993,2,19.30441935808277
27915,DE,8,5,2,1,4.66234,2,19.96019821197959
27916,DE,8,5,2,2,1.80079,2,19.008906201459816
27917,DE,8,5,2,3,0.0013388,2,11.804699155325263
27918,DE,8,5,2,4,3.17873,2,19.577162489905405
27919,DE,8,5,2,5,0.869887,2,18.281288783125593
27920,DE,8,5,2,6,0.431709,2,17.580677215125327
27921,DE,8,5,2,7,0.48418,2,17.695382203375335
27922,DE,8,5,2,8,2.46,2,19.320842093896637
27923,DE,8,5,2,9,1.39973e-05,2,7.244034639861162
27924,DE,8,5,2,10,2.52506,2,19.346945568773606
27925,DE,8,5,2,11,1.95537,2,19.09126017779462
27926,DE,8,5,2,12,1.53177,2,18.847104673451742
27927,DE,8,5,2,13,4.02341,2,19.81281054572167
27928,DE,8,5,2,14,1.10319,2,18.518886726868715
27929,DE,8,5,2,15,1.46563,2,18.80296592811291
27930,DE,8,5,3,1,1.45553,2,18.796050839417212
27931,DE,8,5,3,2,1.11664,2,18.53100492023907
27932,DE,8,5,3,3,0.000305651,2,10.327614114173489
27933,DE,8,5,3,4,1.34323,2,18.71575790520719
27934,DE,8,5,3,5,0.0120175,2,13.999289385756207
27935,DE,8,5,3,6,3.98213,2,19.80249759597257
