,alg,fun,dim,inst,run,fit,fungroup,logscore
2249,PSO,3,10,15,15,14.9244,1,2.6379215807293708
2250,PSO,3,20,1,1,47.7579,1,1.245833211474195
2251,PSO,3,20,1,2,36.8134,1,0.9855506225360668
2252,PSO,3,20,1,3,44.7731,1,1.1812962258580146
2253,PSO,3,20,1,4,25.8689,1,0.6327301882059445
2254,PSO,3,20,1,5,50.7428,1,1.3064584491417384
2255,PSO,3,20,1,6,56.7125,1,1.417683358195879
2256,PSO,3,20,1,7,39.7983,1,1.063512911016099
2257,PSO,3,20,1,8,61.6873,1,1.5017667882463182
2258,PSO,3,20,1,9,43.7781,1,1.158822405546515
2259,PSO,3,20,1,10,28.8538,1,0.7419304132573752
2260,PSO,3,20,1,11,73.6259,1,1.6786855792114923
2261,PSO,3,20,1,12,74.6215,1,1.692117382646139
2262,PSO,3,20,1,13,37.8084,1,1.0122200133658603
2263,PSO,3,20,1,14,41.7882,1,1.1123027162325898
2264,PSO,3,20,1,15,95.5153,1,1.9389751572844056
2265,PSO,3,20,2,1,78.6014,1,1.6153445302871041
2266,PSO,3,20,2,2,67.6569,1,1.4654043642867483
2267,PSO,3,20,2,3,77.6064,1,1.6026049173209
2268,PSO,3,20,2,4,50.7428,1,1.1777247552416767
2269,PSO,3,20,2,5,71.6368,1,1.5225639277172496
2270,PSO,3,20,2,6,57.7075,1,1.3063421670417512
2271,PSO,3,20,2,7,78.6015,1,1.615345802528265
2272,PSO,3,20,2,8,68.6519,1,1.4800038277572634
2273,PSO,3,20,2,9,61.6871,1,1.3730298521825661
2274,PSO,3,20,2,10,109.445,1,1.9463771592708528
2275,PSO,3,20,2,11,76.6114,1,1.5897009100442034
2276,PSO,3,20,2,12,25.8689,1,0.5039964943058829
2277,PSO,3,20,2,13,40.7933,1,0.9594728715447044
2278,PSO,3,20,2,14,47.7579,1,1.1170995175741332
2279,PSO,3,20,2,15,53.7277,1,1.2348837165045143
2280,PSO,3,20,3,1,18.9042,1,0.0
2281,PSO,3,20,3,2,26.8639,1,0.3513992582742969
2282,PSO,3,20,3,3,46.763,1,0.9057081723452381
2283,PSO,3,20,3,4,82.581,1,1.4743955102541122
2284,PSO,3,20,3,5,41.7882,1,0.7932298834266749
2285,PSO,3,20,3,6,48.7528,1,0.9473785120917958
2286,PSO,3,20,3,7,89.5458,1,1.5553661066341788
2287,PSO,3,20,3,8,67.6566,1,1.2750607912335261
2288,PSO,3,20,3,9,80.5914,1,1.4500078244677796
2289,PSO,3,20,3,10,37.8083,1,0.693144535641561
2290,PSO,3,20,3,11,64.6721,1,1.2299457678841226
2291,PSO,3,20,3,12,47.7579,1,0.92676037866828
2292,PSO,3,20,3,13,33.8286,1,0.581922478948657
2293,PSO,3,20,3,14,65.667,1,1.245212396599009
2294,PSO,3,20,3,15,43.7781,1,0.8397495727405999
2295,PSO,3,20,4,1,41.7882,1,0.7718873386716173
2296,PSO,3,20,4,2,53.7276,1,1.023200171604558
2297,PSO,3,20,4,3,22.884,1,0.16971131205110654
2298,PSO,3,20,4,4,83.5762,1,1.46503212620866
2299,PSO,3,20,4,5,43.7781,1,0.8184070279855424
2300,PSO,3,20,4,6,39.7983,1,0.7230975334551266
2301,PSO,3,20,4,7,37.8084,1,0.6718046358048878
2302,PSO,3,20,4,8,86.5604,1,1.5001157718044074
2303,PSO,3,20,4,9,40.7932,1,0.7477887364978413
2304,PSO,3,20,4,10,91.5351,1,1.5559958409254926
2305,PSO,3,20,4,11,85.5659,1,1.4885601749383284
2306,PSO,3,20,4,12,60.6922,1,1.1450885246296154
2307,PSO,3,20,4,13,22.884,1,0.16971131205110654
2308,PSO,3,20,4,14,78.6013,1,1.4036615743834135
2309,PSO,3,20,4,15,62.6823,1,1.1773524467797816
2310,PSO,3,20,5,1,89.546,1,1.725205860052138
2311,PSO,3,20,5,2,64.672,1,1.3997817415476241
2312,PSO,3,20,5,3,142.278,1,2.188236290518441
2313,PSO,3,20,5,4,72.6318,1,1.515856242784853
2314,PSO,3,20,5,5,38.8033,1,0.8889586948853555
2315,PSO,3,20,5,6,77.6062,1,1.5821007212312153
2316,PSO,3,20,5,7,35.8185,1,0.808917920035252
2317,PSO,3,20,5,8,101.485,1,1.8503644046360035
2318,PSO,3,20,5,9,76.6112,1,1.5691966804839363
2319,PSO,3,20,5,10,75.6166,1,1.556129236128038
2320,PSO,3,20,5,11,65.667,1,1.4150499165255408
2321,PSO,3,20,5,12,108.449,1,1.9167334167176884
2322,PSO,3,20,5,13,47.7579,1,1.0965978985948117
2323,PSO,3,20,5,14,46.763,1,1.07554569227177
2324,PSO,3,20,5,15,29.8487,1,0.6265946881278713
2325,PSO,3,20,6,1,44.773,1,0.8109257492484395
2326,PSO,3,20,6,2,119.394,1,1.7917494185222442
2327,PSO,3,20,6,3,19.8992,1,0.0
2328,PSO,3,20,6,4,54.7226,1,1.0115972568880547
2329,PSO,3,20,6,5,42.7831,1,0.765463634879664
2330,PSO,3,20,6,6,65.6672,1,1.1939200319469685
2331,PSO,3,20,6,7,38.8033,1,0.6678257646416023
2332,PSO,3,20,6,8,62.6822,1,1.1473979858696526
2333,PSO,3,20,6,9,43.7781,1,0.7884541624233786
2334,PSO,3,20,6,10,72.6317,1,1.294721935732748
2335,PSO,3,20,6,11,83.5755,1,1.4350708850212408
2336,PSO,3,20,6,12,63.677,1,1.1631438999562873
2337,PSO,3,20,6,13,36.8134,1,0.6151823794129306
2338,PSO,3,20,6,14,38.8033,1,0.6678257646416023
2339,PSO,3,20,6,15,41.7881,1,0.741932080086551
2340,PSO,3,20,7,1,31.8386,1,0.5012843908679177
2341,PSO,3,20,7,2,70.6419,1,1.2982284535839146
2342,PSO,3,20,7,3,49.7477,1,0.947569232087814
2343,PSO,3,20,7,4,62.6822,1,1.178682516494676
2344,PSO,3,20,7,5,30.8437,1,0.46953751626616336
2345,PSO,3,20,7,6,50.7428,1,0.9673747366436254
2346,PSO,3,20,7,7,41.7882,1,0.7732190037344768
2347,PSO,3,20,7,8,38.8033,1,0.6991102952666256
2348,PSO,3,20,7,9,50.7428,1,0.9673747366436254
2349,PSO,3,20,7,10,65.667,1,1.2252015169068111
2350,PSO,3,20,7,11,67.657,1,1.2550558237334506
2351,PSO,3,20,7,12,95.5156,1,1.599894585639422
2352,PSO,3,20,7,13,94.5204,1,1.589420684926027
2353,PSO,3,20,7,14,73.6266,1,1.3396113741920301
2354,PSO,3,20,7,15,48.7528,1,0.9273676323995979
2355,PSO,3,20,8,1,49.7479,1,0.9635982647132463
2356,PSO,3,20,8,2,54.7226,1,1.0589067998602268
2357,PSO,3,20,8,3,99.495,1,1.6567374047004615
2358,PSO,3,20,8,4,66.6621,1,1.2562665885885274
2359,PSO,3,20,8,5,28.8538,1,0.4188717131064111
2360,PSO,3,20,8,6,48.7529,1,0.9433946959088837
2361,PSO,3,20,8,7,63.6772,1,1.2104565837750116
2362,PSO,3,20,8,8,80.5911,1,1.446018234634247
2363,PSO,3,20,8,9,80.5913,1,1.4460207162947758
2364,PSO,3,20,8,10,88.551,1,1.5402086702746804
2365,PSO,3,20,8,11,55.7176,1,1.0769260885334064
2366,PSO,3,20,8,12,47.7579,1,0.9227745113232309
2367,PSO,3,20,8,13,96.5106,1,1.6262828599268864
2368,PSO,3,20,8,14,75.6166,1,1.382305848856457
2369,PSO,3,20,8,15,27.8588,1,0.38377890797346115
2370,PSO,3,20,9,1,54.7226,1,1.2347445772051058
2371,PSO,3,20,9,2,79.5964,1,1.6094366560966633
2372,PSO,3,20,9,3,46.7629,1,1.0775579438999956
2373,PSO,3,20,9,4,46.7629,1,1.0775579438999956
2374,PSO,3,20,9,5,42.7832,1,0.9886132925655156
2375,PSO,3,20,9,6,35.8185,1,0.8109323101085499
2376,PSO,3,20,9,7,47.7579,1,1.0986122886681098
2377,PSO,3,20,9,8,128.348,1,2.087213115203557
2378,PSO,3,20,9,9,104.47,1,1.8813677392491281
2379,PSO,3,20,9,10,44.773,1,1.0340730695654905
2380,PSO,3,20,9,11,33.8286,1,0.7537743889484868
2381,PSO,3,20,9,12,60.6924,1,1.3382862746954398
2382,PSO,3,20,9,13,39.7983,1,0.9162919882100138
2383,PSO,3,20,9,14,75.6166,1,1.558143626201336
2384,PSO,3,20,9,15,52.7327,1,1.1977035468792534
2385,PSO,3,20,10,1,28.8538,1,0.8208759549639243
2386,PSO,3,20,10,2,49.7478,1,1.365600496433638
2387,PSO,3,20,10,3,80.5912,1,1.8480237173227945
2388,PSO,3,20,10,4,47.7579,1,1.324778753180744
2389,PSO,3,20,10,5,43.7781,1,1.2377679472530638
2390,PSO,3,20,10,6,52.7327,1,1.4238700113918874
2391,PSO,3,20,10,7,63.6772,1,1.6124608256325248
2392,PSO,3,20,10,8,79.5964,1,1.8356031206092975
2393,PSO,3,20,10,9,64.672,1,1.6279625961335562
2394,PSO,3,20,10,10,81.5862,1,1.8602943849333464
2395,PSO,3,20,10,11,75.6165,1,1.7843087682521546
2396,PSO,3,20,10,12,87.5556,1,1.9309082750480897
2397,PSO,3,20,10,13,80.5912,1,1.8480237173227945
2398,PSO,3,20,10,14,55.7176,1,1.4789303303909196
2399,PSO,3,20,10,15,57.7074,1,1.5140196697698514
2400,PSO,3,20,11,1,98.5006,1,2.047775841227791
2401,PSO,3,20,11,2,45.7679,1,1.2812961737288784
2402,PSO,3,20,11,3,30.8437,1,0.8866457172562213
2403,PSO,3,20,11,4,39.7983,1,1.1415373995080442
2404,PSO,3,20,11,5,42.7831,1,1.2138563664947453
2405,PSO,3,20,11,6,48.7529,1,1.344477884551793
2406,PSO,3,20,11,7,38.8033,1,1.1162184962566837
2407,PSO,3,20,11,8,68.652,1,1.6867634667721338
2408,PSO,3,20,11,9,47.7579,1,1.32385769996614
2409,PSO,3,20,11,10,45.768,1,1.2812983586639695
2410,PSO,3,20,11,11,87.556,1,1.9299917903486499
2411,PSO,3,20,11,12,96.5105,1,2.027365012413645
2412,PSO,3,20,11,13,35.8185,1,1.0361777214065802
2413,PSO,3,20,11,14,65.667,1,1.6423097178968689
2414,PSO,3,20,11,15,40.7932,1,1.1662286025507589
2415,PSO,3,20,12,1,58.702,1,1.5473133148687384
2416,PSO,3,20,12,2,83.5761,1,1.9005971111150912
2417,PSO,3,20,12,3,41.7881,1,1.2074511270687445
2418,PSO,3,20,12,4,50.7428,1,1.4016092530007958
2419,PSO,3,20,12,5,133.324,1,2.367621773054612
2420,PSO,3,20,12,6,91.5357,1,1.9915685771866003
2421,PSO,3,20,12,7,56.7125,1,1.5128341620549361
2422,PSO,3,20,12,8,123.373,1,2.290051803947489
2423,PSO,3,20,12,9,30.8437,1,0.9037720326233336
2424,PSO,3,20,12,10,114.42,1,2.214715405905237
2425,PSO,3,20,12,11,35.8185,1,1.0533040367736923
2426,PSO,3,20,12,12,70.6419,1,1.7324629699410847
2427,PSO,3,20,12,13,46.7629,1,1.319929670565138
2428,PSO,3,20,12,14,40.7933,1,1.1833573693038235
2429,PSO,3,20,12,15,60.6923,1,1.5806563537064713
2430,PSO,3,20,13,1,34.8235,1,0.9842590611569879
2431,PSO,3,20,13,2,35.8185,1,1.012431134632988
2432,PSO,3,20,13,3,64.6721,1,1.60329650240839
2433,PSO,3,20,13,4,110.439,1,2.1384299472547794
2434,PSO,3,20,13,5,51.7377,1,1.3801533376595643
2435,PSO,3,20,13,6,93.5255,1,1.9722007413081957
2436,PSO,3,20,13,7,48.7528,1,1.3207292466160636
2437,PSO,3,20,13,8,78.6014,1,1.7983561259055185
2438,PSO,3,20,13,9,58.7025,1,1.5064489302891153
2439,PSO,3,20,13,10,41.7881,1,1.16657822492804
2440,PSO,3,20,13,11,81.5863,1,1.835627970641882
2441,PSO,3,20,13,12,74.6216,1,1.746396624459947
2442,PSO,3,20,13,13,48.7527,1,1.320727195449719
2443,PSO,3,20,13,14,44.7731,1,1.2355741275763674
2444,PSO,3,20,13,15,50.7428,1,1.3607363508600911
2445,PSO,3,20,14,1,32.8336,1,0.788454923838804
2446,PSO,3,20,14,2,60.6923,1,1.4028193791760586
2447,PSO,3,20,14,3,40.7932,1,1.0055179433874584
2448,PSO,3,20,14,4,64.6718,1,1.4663277912224186
2449,PSO,3,20,14,5,54.7225,1,1.2992775019396139
2450,PSO,3,20,14,6,64.6721,1,1.466332430018682
2451,PSO,3,20,14,7,38.8033,1,0.9555078370933833
2452,PSO,3,20,14,8,34.8235,1,0.8472949887672798
2453,PSO,3,20,14,9,53.7276,1,1.280929378494175
2454,PSO,3,20,14,10,66.6619,1,1.4966361178581216
2455,PSO,3,20,14,11,63.6771,1,1.4508275428325776
2456,PSO,3,20,14,12,62.6822,1,1.4350800583214334
2457,PSO,3,20,14,13,67.6568,1,1.5114504094685162
2458,PSO,3,20,14,14,85.566,1,1.7462905505171262
2459,PSO,3,20,14,15,71.6368,1,1.5686114509459559
2460,PSO,3,20,15,1,29.8487,1,0.8217977327749973
2461,PSO,3,20,15,2,111.435,1,2.139097906245419
2462,PSO,3,20,15,3,34.8235,1,0.9759488912063782
2463,PSO,3,20,15,4,17.9093,1,0.31097657597190753
2464,PSO,3,20,15,5,88.5509,1,1.9092339729000258
2465,PSO,3,20,15,6,65.667,1,1.610252961172667
2466,PSO,3,20,15,7,40.7932,1,1.1341718458265566
2467,PSO,3,20,15,8,107.455,1,2.102728600250709
2468,PSO,3,20,15,9,88.5509,1,1.9092339729000258
2469,PSO,3,20,15,10,52.7327,1,1.3908922014530813
2470,PSO,3,20,15,11,47.7579,1,1.291800943241938
2471,PSO,3,20,15,12,56.7125,1,1.463651089963622
2472,PSO,3,20,15,13,73.6266,1,1.724662818457886
2473,PSO,3,20,15,14,50.7428,1,1.3524261809094813
2474,PSO,3,20,15,15,37.8084,1,1.058187745133603
2475,PSO,3,40,1,1,97.5057,1,0.5505102122520181
2476,PSO,3,40,1,2,179.091,1,1.1584934309663122
2477,PSO,3,40,1,3,242.768,1,1.4627056292014495
2478,PSO,3,40,1,4,266.647,1,1.5565250606987169
2479,PSO,3,40,1,5,215.905,1,1.3454378705410106
2480,PSO,3,40,1,6,158.198,1,1.0344467874471726
2481,PSO,3,40,1,7,237.793,1,1.4419999217407218
2482,PSO,3,40,1,8,137.304,1,0.8927968200529016
2483,PSO,3,40,1,9,140.289,1,0.9143039550320303
2484,PSO,3,40,1,10,199.985,1,1.2688417381539603
2485,PSO,3,40,1,11,238.788,1,1.4461755034180932
2486,PSO,3,40,1,12,253.712,1,1.5067991398657758
2487,PSO,3,40,1,13,281.571,1,1.6109840104447977
2488,PSO,3,40,1,14,268.636,1,1.563956677821574
2489,PSO,3,40,1,15,235.804,1,1.4336003259063697
2490,PSO,3,40,2,1,240.778,1,1.52432201842248
2491,PSO,3,40,2,2,175.112,1,1.2058724404986865
2492,PSO,3,40,2,3,275.601,1,1.6594008388677783
2493,PSO,3,40,2,4,231.824,1,1.4864251343661994
2494,PSO,3,40,2,5,221.874,1,1.442556324465103
2495,PSO,3,40,2,6,297.49,1,1.7358272822631948
2496,PSO,3,40,2,7,226.85,1,1.464735677397806
2497,PSO,3,40,2,8,270.627,1,1.64118816031751
2498,PSO,3,40,2,9,248.738,1,1.5568468049568607
2499,PSO,3,40,2,10,197.0,1,1.3236504000258216
2500,PSO,3,40,2,11,229.834,1,1.4778039805015197
2501,PSO,3,40,2,12,284.556,1,1.6913767420398058
2502,PSO,3,40,2,13,141.283,1,0.9912116423461217
2503,PSO,3,40,2,14,235.803,1,1.5034433819564819
2504,PSO,3,40,2,15,143.275,1,1.0052125317256342
2505,PSO,3,40,3,1,332.312,1,1.7413816976819576
2506,PSO,3,40,3,2,205.954,1,1.2629602539097273
2507,PSO,3,40,3,3,208.94,1,1.2773545404357558
2508,PSO,3,40,3,4,306.444,1,1.6603424417160466
2509,PSO,3,40,3,5,263.662,1,1.5099753908542626
2510,PSO,3,40,3,6,166.158,1,1.048246553930573
2511,PSO,3,40,3,7,349.225,1,1.7910238246400085
2512,PSO,3,40,3,8,201.975,1,1.2434513383921662
2513,PSO,3,40,3,9,169.142,1,1.0660460098346238
2514,PSO,3,40,3,10,161.183,1,1.0178477764806524
2515,PSO,3,40,3,11,218.89,1,1.323876731551457
2516,PSO,3,40,3,12,191.031,1,1.1877431295681304
2517,PSO,3,40,3,13,192.026,1,1.192938190552833
2518,PSO,3,40,3,14,214.91,1,1.3055267468635086
2519,PSO,3,40,3,15,201.975,1,1.2434513383921662
2520,PSO,3,40,4,1,263.662,1,1.612216153561782
2521,PSO,3,40,4,2,192.026,1,1.2951789532603526
2522,PSO,3,40,4,3,151.233,1,1.0563698676336675
2523,PSO,3,40,4,4,234.808,1,1.496316332657688
2524,PSO,3,40,4,5,332.311,1,1.8436194511646986
2525,PSO,3,40,4,6,255.701,1,1.5815569668564144
2526,PSO,3,40,4,7,197.0,1,1.3207519024719019
2527,PSO,3,40,4,8,184.066,1,1.2528425626791668
2528,PSO,3,40,4,9,124.37,1,0.8608091673995631
2529,PSO,3,40,4,10,311.419,1,1.7786874460444833
2530,PSO,3,40,4,11,191.031,1,1.28998389227565
2531,PSO,3,40,4,12,246.747,1,1.5459116939188835
2532,PSO,3,40,4,13,205.955,1,1.3652058720586187
2533,PSO,3,40,4,14,219.885,1,1.4306528561440175
2534,PSO,3,40,4,15,173.121,1,1.1915389457154582
2535,PSO,3,40,5,1,193.021,1,1.3236940348791117
2536,PSO,3,40,5,2,292.515,1,1.7394109910115771
2537,PSO,3,40,5,3,268.636,1,1.6542523470062735
2538,PSO,3,40,5,4,337.285,1,1.8818233138845033
2539,PSO,3,40,5,5,396.982,1,2.044785983212185
2540,PSO,3,40,5,6,264.656,1,1.6393259131031288
2541,PSO,3,40,5,7,254.708,1,1.6010128345967807
2542,PSO,3,40,5,8,381.065,1,2.0038650078533533
2543,PSO,3,40,5,9,187.051,1,1.292276350547255
2544,PSO,3,40,5,10,371.115,1,1.9774070312248015
2545,PSO,3,40,5,11,302.46,1,1.7728440809258579
2546,PSO,3,40,5,12,301.469,1,1.7695622352470959
2547,PSO,3,40,5,13,155.213,1,1.105693410731065
2548,PSO,3,40,5,14,199.985,1,1.3591374073386595
2549,PSO,3,40,5,15,189.041,1,1.302858966353663
2550,PSO,3,40,6,1,171.132,1,0.969875741944842
2551,PSO,3,40,6,2,270.626,1,1.4281783473022542
2552,PSO,3,40,6,3,149.243,1,0.8330164034024995
2553,PSO,3,40,6,4,343.251,1,1.665902511374526
2554,PSO,3,40,6,5,292.515,1,1.5059565008105256
2555,PSO,3,40,6,6,257.689,1,1.3791939848565118
2556,PSO,3,40,6,7,197.001,1,1.1106493582694486
2557,PSO,3,40,6,8,279.578,1,1.460721876832083
2558,PSO,3,40,6,9,217.894,1,1.2114492594069015
2559,PSO,3,40,6,10,217.895,1,1.2114538487838706
2560,PSO,3,40,6,11,165.162,1,0.9343673638163875
2561,PSO,3,40,6,12,145.263,1,0.8059864459898546
2562,PSO,3,40,6,13,252.718,1,1.3597147959679237
2563,PSO,3,40,6,14,189.041,1,1.0694044761526111
2564,PSO,3,40,6,15,186.056,1,1.0534882570701665
2565,PSO,3,40,7,1,158.198,1,1.0909682831710605
2566,PSO,3,40,7,2,131.334,1,0.9048645669015247
2567,PSO,3,40,7,3,280.576,1,1.6639655031478384
2568,PSO,3,40,7,4,222.869,1,1.433705025043584
2569,PSO,3,40,7,5,232.818,1,1.4773779025983587
2570,PSO,3,40,7,6,195.011,1,1.3001768373716105
2571,PSO,3,40,7,7,256.698,1,1.5750211667932468
2572,PSO,3,40,7,8,248.737,1,1.543516983508952
2573,PSO,3,40,7,9,174.117,1,1.1868483571812207
2574,PSO,3,40,7,10,178.097,1,1.2094492158267993
2575,PSO,3,40,7,11,310.424,1,1.7650599750501395
2576,PSO,3,40,7,12,84.5713,1,0.4647158356997186
2577,PSO,3,40,7,13,223.864,1,1.4381595947544887
2578,PSO,3,40,7,14,229.834,1,1.464478179356139
2579,PSO,3,40,7,15,266.646,1,1.6130428061389896
2580,PSO,3,40,8,1,109.445,1,0.9535613170632815
2581,PSO,3,40,8,2,183.071,1,1.4680132328376032
2582,PSO,3,40,8,3,331.318,1,2.061217816349788
2583,PSO,3,40,8,4,246.747,1,1.7665026972831337
2584,PSO,3,40,8,5,292.515,1,1.9366551245064774
2585,PSO,3,40,8,6,158.197,1,1.3219802689143634
2586,PSO,3,40,8,7,445.735,1,2.3578637821254533
2587,PSO,3,40,8,8,325.347,1,2.043031482157548
2588,PSO,3,40,8,9,316.394,1,2.0151274494743086
2589,PSO,3,40,8,10,194.015,1,1.5260746527601152
2590,PSO,3,40,8,11,290.524,1,1.9298253661566027
2591,PSO,3,40,8,12,162.177,1,1.3468275084782615
2592,PSO,3,40,8,13,252.718,1,1.7904134196638755
2593,PSO,3,40,8,14,182.076,1,1.462563359429268
2594,PSO,3,40,8,15,258.687,1,1.813758013771229
2595,PSO,3,40,9,1,245.753,1,1.4821804066945394
2596,PSO,3,40,9,2,270.627,1,1.5785949292434764
2597,PSO,3,40,9,3,336.292,1,1.7958332703928073
2598,PSO,3,40,9,4,165.162,1,1.084780250627975
2599,PSO,3,40,9,5,267.642,1,1.56750370682505
2600,PSO,3,40,9,6,345.243,1,1.8221019571347312
2601,PSO,3,40,9,7,222.867,1,1.3844286211931476
2602,PSO,3,40,9,8,226.849,1,1.4021380381148054
2603,PSO,3,40,9,9,205.955,1,1.3055111385385043
2604,PSO,3,40,9,10,196.006,1,1.2559987112206692
2605,PSO,3,40,9,11,161.182,1,1.060387601520585
2606,PSO,3,40,9,12,128.349,1,0.8326065563046484
2607,PSO,3,40,9,13,210.93,1,1.3293797650929788
2608,PSO,3,40,9,14,157.203,1,1.0353914039962744
2609,PSO,3,40,9,15,329.328,1,1.7749076548304439
2610,PSO,3,40,10,1,242.768,1,1.1256311710478946
2611,PSO,3,40,10,2,241.773,1,1.1215241856799596
2612,PSO,3,40,10,3,324.352,1,1.4153542620835737
2613,PSO,3,40,10,4,256.697,1,1.18142131727989
2614,PSO,3,40,10,5,294.505,1,1.3188208971412199
2615,PSO,3,40,10,6,282.566,1,1.2774370678832432
2616,PSO,3,40,10,7,283.559,1,1.2809451306551154
2617,PSO,3,40,10,8,238.789,1,1.1091052330709024
2618,PSO,3,40,10,9,181.081,1,0.8324693612385479
2619,PSO,3,40,10,10,254.703,1,1.1736230767440692
2620,PSO,3,40,10,11,196.006,1,0.9116701872718792
2621,PSO,3,40,10,12,220.88,1,1.0311444838869082
2622,PSO,3,40,10,13,269.63,1,1.230575565076842
2623,PSO,3,40,10,14,335.299,1,1.4485475873289273
2624,PSO,3,40,10,15,271.621,1,1.2379326285481738
2625,PSO,3,40,11,1,153.223,1,0.9242618253706326
2626,PSO,3,40,11,2,175.112,1,1.057793217995155
2627,PSO,3,40,11,3,106.46,1,0.560136776528913
2628,PSO,3,40,11,4,249.733,1,1.4127597959281606
2629,PSO,3,40,11,5,217.894,1,1.2763761547889916
2630,PSO,3,40,11,6,330.323,1,1.6924384124230982
2631,PSO,3,40,11,7,227.844,1,1.3210286330335799
2632,PSO,3,40,11,8,193.021,1,1.15516644006015
2633,PSO,3,40,11,9,129.344,1,0.7548429705654576
2634,PSO,3,40,11,10,217.894,1,1.2763761547889916
2635,PSO,3,40,11,11,194.016,1,1.160308078673622
2636,PSO,3,40,11,12,179.091,1,1.08026150533205
2637,PSO,3,40,11,13,167.152,1,1.0112710268794538
2638,PSO,3,40,11,14,113.425,1,0.6235092743343293
2639,PSO,3,40,11,15,289.526,1,1.5606125517819447
2640,PSO,3,40,12,1,190.036,1,1.2639439258624754
2641,PSO,3,40,12,2,211.924,1,1.3729581177985206
2642,PSO,3,40,12,3,224.859,1,1.4322039370657764
2643,PSO,3,40,12,4,279.581,1,1.650022451795998
2644,PSO,3,40,12,5,237.793,1,1.4881309452878078
2645,PSO,3,40,12,6,285.551,1,1.6711510450840479
2646,PSO,3,40,12,7,365.143,1,1.9170194556439923
2647,PSO,3,40,12,8,278.586,1,1.6464572067924375
2648,PSO,3,40,12,9,273.611,1,1.6284377875842218
2649,PSO,3,40,12,10,235.803,1,1.479727108634299
2650,PSO,3,40,12,11,259.682,1,1.5761882034890873
2651,PSO,3,40,12,12,308.434,1,1.7482382800113367
2652,PSO,3,40,12,13,237.794,1,1.4881351506172218
2653,PSO,3,40,12,14,217.895,1,1.4007436933473092
2654,PSO,3,40,12,15,197.001,1,1.299939202832887
2655,PSO,3,40,13,1,179.092,1,1.07353678774982
2656,PSO,3,40,13,2,152.228,1,0.9110165444341625
2657,PSO,3,40,13,3,230.828,1,1.3273099918974758
2658,PSO,3,40,13,4,144.268,1,0.8573098284297814
2659,PSO,3,40,13,5,275.601,1,1.5045913150440957
2660,PSO,3,40,13,6,126.359,1,0.7247642094699169
2661,PSO,3,40,13,7,249.733,1,1.406029494608009
2662,PSO,3,40,13,8,237.793,1,1.3570376947863079
2663,PSO,3,40,13,9,235.804,1,1.3486380989519557
2664,PSO,3,40,13,10,176.107,1,1.0567289123182595
2665,PSO,3,40,13,11,188.046,1,1.1223237612156858
2666,PSO,3,40,13,12,263.662,1,1.460305127292019
2667,PSO,3,40,13,13,201.975,1,1.1937810748299225
2668,PSO,3,40,13,14,253.713,1,1.4218408543805445
2669,PSO,3,40,13,15,170.137,1,1.0222411423185236
2670,PSO,3,40,14,1,402.954,1,1.8435583689868908
2671,PSO,3,40,14,2,202.97,1,1.1577941423452516
2672,PSO,3,40,14,3,288.536,1,1.5095558190012928
2673,PSO,3,40,14,4,303.455,1,1.5599692868009403
2674,PSO,3,40,14,5,162.177,1,0.9334242888558143
2675,PSO,3,40,14,6,244.758,1,1.3450059247668558
2676,PSO,3,40,14,7,266.647,1,1.430661643755869
2677,PSO,3,40,14,8,198.991,1,1.1379955550468233
2678,PSO,3,40,14,9,289.53,1,1.5129948760628706
2679,PSO,3,40,14,10,157.203,1,0.9022739212581916
2680,PSO,3,40,14,11,266.648,1,1.4306653940254197
2681,PSO,3,40,14,12,269.631,1,1.441790315066786
2682,PSO,3,40,14,13,277.59,1,1.4708811624047649
2683,PSO,3,40,14,14,114.42,1,0.5846118463160991
2684,PSO,3,40,14,15,203.965,1,1.1626843679729013
2685,PSO,3,40,15,1,230.829,1,1.4084529841110023
2686,PSO,3,40,15,2,188.046,1,1.2034624212085376
2687,PSO,3,40,15,3,171.132,1,1.1092109959996321
2688,PSO,3,40,15,4,145.264,1,0.9453285840864035
2689,PSO,3,40,15,5,195.01,1,1.2398266467571515
2690,PSO,3,40,15,6,339.275,1,1.7935867954244364
2691,PSO,3,40,15,7,265.651,1,1.5489592246984596
2692,PSO,3,40,15,8,228.839,1,1.399794506982374
2693,PSO,3,40,15,9,214.91,1,1.3369951432941167
2694,PSO,3,40,15,10,329.326,1,1.7638239490823646
2695,PSO,3,40,15,11,347.236,1,1.816780471504054
2696,PSO,3,40,15,12,271.62,1,1.5711798381329243
2697,PSO,3,40,15,13,207.945,1,1.304049429115451
2698,PSO,3,40,15,14,336.293,1,1.78475861123786
2699,PSO,3,40,15,15,179.092,1,1.1546754477426717
2700,PSO,4,5,1,1,1.98992,1,15.282774223802326
2701,PSO,4,5,1,2,5.96975,1,16.381384837359818
2702,PSO,4,5,1,3,4.97479,1,16.1990629455434
2703,PSO,4,5,1,4,4.97479,1,16.1990629455434
2704,PSO,4,5,1,5,2.98488,1,15.688239331910491
2705,PSO,4,5,1,6,5.96975,1,16.381384837359818
2706,PSO,4,5,1,7,6.96471,1,16.535535756488763
2707,PSO,4,5,1,8,5.96975,1,16.381384837359818
2708,PSO,4,5,1,9,1.98992,1,15.282774223802326
2709,PSO,4,5,1,10,4.97479,1,16.1990629455434
2710,PSO,4,5,1,11,2.98488,1,15.688239331910491
2711,PSO,4,5,1,12,0.994959,1,14.589626038176347
